radio,mcc,net,area,cell,unit,lon,lat,range,samples,changeable,created,updated,averageSignal
UMTS,427,1,13103,204817410,0,51.46202087,25.26100159,1000,2,1,1466645217,1466625491,0
LTE,427,1,17107,206350599,0,51.459961,25.329323,1000,4,1,1466646397,1482039021,0
LTE,427,1,17107,204922888,0,51.457538,25.333897,1000,23,1,1466646397,1494821887,0
UMTS,427,1,7107,206350593,0,51.457901,25.33241272,1000,1,1,1466646434,1466621176,0
UMTS,427,2,142,1162793,0,51.487427,25.229416,1000,2,1,1466673739,1489778101,0
UMTS,427,2,142,1155710,0,51.456528,25.23262,1000,3,1,1466673738,1481035099,0
UMTS,427,2,142,1158811,0,51.462364,25.227699,1000,4,1,1466673738,1477907116,0
UMTS,427,2,142,1162764,0,51.495438,25.236282,1000,3,1,1466673739,1482067707,0
UMTS,427,2,142,1159844,0,51.44142151,25.22392273,1000,1,1,1466673739,1466651480,0
UMTS,427,2,142,1155707,0,51.454239,25.231705,1000,3,1,1466673738,1477907116,0
UMTS,427,2,142,1155959,0,51.491547,25.232162,1000,2,1,1466673738,1482067707,0
LTE,427,2,181,273155,0,51.418813,25.281161,1000,3,1,1466699498,1493799648,0
LTE,427,2,181,2937346,0,51.409836,25.237656,1000,3,1,1466699498,1492423404,0
LTE,427,2,151,263427,0,51.404343,25.235596,1000,2,1,1466699495,1466926956,0
LTE,427,2,151,268802,0,51.40434265,25.23628235,1000,1,1,1466699496,1466660624,0
LTE,427,1,13103,46280194,0,51.50733948,25.28022766,1000,1,1,1466699495,1466661567,0
UMTS,427,1,1101,753775,0,51.54853821,24.98497009,1000,1,1,1466709716,1466673826,0
GSM,427,1,9102,29911,0,51.519623,25.209427,2471,18,1,1466710915,1487368559,0
GSM,427,2,111,19251,0,51.49635315,25.19645691,1000,1,1,1466711319,1466685676,0
UMTS,427,2,161,1226434,0,51.47712708,25.32966614,1000,1,1,1466711536,1466685676,0
UMTS,427,2,151,1158710,0,51.45378113,25.20606995,1000,1,1,1466711536,1466685681,0
UMTS,427,2,161,1219696,0,51.481934,25.323486,1000,2,1,1466711536,1480426769,0
UMTS,427,2,143,1150805,0,51.50733948,25.20057678,1000,1,1,1466711536,1466685681,0
UMTS,427,2,142,1162879,0,51.436615,25.219975,1000,8,1,1466711536,1490620911,0
UMTS,427,2,181,1145440,0,51.41944885,25.27748108,1000,1,1,1466711536,1466685676,0
UMTS,427,2,181,1159773,0,51.433868,25.281601,1000,2,1,1466711536,1486909849,0
UMTS,427,2,150,1209691,0,51.47850037,25.32691956,1000,1,1,1466711536,1466685676,0
UMTS,427,2,181,1160135,0,51.443481,25.245895,1000,4,1,1466711536,1482296836,0
UMTS,427,2,181,1155951,0,51.44142151,25.25138855,1000,1,1,1466711536,1466686496,0
UMTS,427,2,141,1150824,0,51.528045,25.215628,1054,37,1,1466723281,1505671858,0
LTE,427,1,17107,204888579,0,51.427689,25.359192,1000,2,1,1466726799,1477261500,0
LTE,427,1,13103,204800772,0,51.489905,25.253004,1000,23,1,1466726799,1494673433,0
LTE,427,1,13103,204863752,0,51.484618,25.255259,1000,11,1,1466726799,1491576879,0
LTE,427,1,13103,204931587,0,51.494403,25.255733,1000,5,1,1466726799,1492027807,0
LTE,427,1,17107,205042180,0,51.424942,25.361938,1000,4,1,1466726799,1474957064,0
LTE,427,1,13103,204931590,0,51.492233,25.254364,1000,6,1,1466726799,1488025838,0
LTE,427,1,13103,204848137,0,51.495667,25.252762,1000,2,1,1466726799,1483766644,0
LTE,427,1,17107,206380545,0,51.426315,25.364342,1000,4,1,1466726799,1484434572,0
UMTS,427,1,7107,5079365,0,51.428146,25.349808,1000,3,1,1466726853,1492322473,0
UMTS,427,2,121,1221449,0,51.517684,25.283802,1000,2,1,1466735210,1506246020,0
UMTS,427,2,120,1233204,0,51.533432,25.326233,1000,4,1,1466759193,1479037223,0
LTE,427,1,16106,46261251,0,51.531291,25.325912,1000,4,1,1458877767,1493722647,0
UMTS,427,1,7107,5107769,0,51.423569,25.349808,1000,3,1,1466770058,1467361094,0
UMTS,427,1,7107,5102763,0,51.42356873,25.34889221,1000,7,1,1466773624,1473149634,0
UMTS,427,1,2102,1475720,0,51.463394,25.254822,1000,2,1,1466784460,1467329193,0
LTE,427,1,17107,206269702,0,51.427324,25.340956,1000,7,1,1466856413,1492540200,0
LTE,427,1,11101,204919047,0,51.588363,25.188218,2210,4,1,1466856413,1483434398,0
GSM,427,1,21796,21133,0,51.46751404,25.33378601,1000,1,1,1466859918,1466837105,0
GSM,427,1,21796,20921,0,51.46751404,25.33378601,1000,1,1,1466859918,1466837105,0
GSM,427,1,21796,21131,0,51.46751404,25.33378601,1000,1,1,1466859918,1466837105,0
UMTS,427,1,2064,2923099,0,51.54304504,25.37086487,1000,1,1,1466860143,1466837105,0
LTE,427,1,17107,204840195,0,51.425629,25.365372,1000,2,1,1466874596,1470268261,0
UMTS,427,1,7107,5079371,0,51.42631531,25.35163879,1000,1,1,1466874747,1466852604,0
UMTS,427,1,9301,5100405,0,51.42494202,25.34751892,1000,1,1,1466874748,1466852604,0
GSM,427,2,161,11391,0,51.482964,25.31765,1000,4,1,1466906842,1489025839,0
UMTS,427,1,2064,2923437,0,51.5348053,25.37223816,1000,1,1,1466942803,1466922230,0
UMTS,427,1,2064,2934905,0,51.54029846,25.37223816,1000,5,1,1466942803,1468312536,0
UMTS,427,1,2064,2894117,0,51.52107239,25.36125183,1000,1,1,1466942803,1466922230,0
GSM,427,1,47652,21321,0,51.540298,25.372925,1000,2,1,1466942831,1468233808,0
GSM,427,1,47652,29513,0,51.54029846,25.37223816,1000,1,1,1466942831,1466922230,0
GSM,427,1,47652,29302,0,51.540298,25.372925,1000,2,1,1466942831,1468233808,0
GSM,427,1,47652,40721,0,51.54029846,25.37223816,1000,1,1,1466942831,1466922230,0
GSM,427,1,47652,29851,0,51.54029846,25.37223816,1000,1,1,1466942831,1466922230,0
LTE,427,2,151,3000066,0,51.39884949,25.23353577,1000,1,1,1466949985,1466926956,0
LTE,427,1,16106,205044741,0,51.480948,25.287273,1000,23,1,1466949985,1483426285,0
LTE,427,1,16106,205044742,0,51.478615,25.289688,1000,36,1,1466949985,1483426285,0
LTE,427,1,17107,206266121,0,51.474174,25.304559,3535,42,1,1466953631,1506247348,0
LTE,427,1,15105,206340869,0,51.474495,25.296478,1000,12,1,1466953630,1479886500,0
LTE,427,1,13103,204947718,0,51.49523,25.273361,1000,11,1,1458619346,1489101408,0
LTE,427,1,13103,204817409,0,51.464126,25.270721,2916,11,1,1466953630,1505823437,0
LTE,427,1,17107,204854533,0,51.47163391,25.31044006,1000,56,1,1466953631,1491494838,0
LTE,427,1,13103,205199364,0,51.48124695,25.26100159,1000,2,1,1466953630,1491576879,0
UMTS,427,1,5105,3659484,0,51.42356873,25.3502655,1000,1,1,1466953699,1466930225,0
LTE,427,1,13103,204921601,0,51.56227112,25.24177551,1000,4,1,1458619345,1486734845,0
UMTS,427,2,142,285698,0,51.50047302,25.2431488,1000,2,1,1466959879,1466940158,0
LTE,427,1,13103,204844039,0,51.549427,25.25462,1000,17,1,1466960876,1492074617,0
LTE,427,1,13103,204806659,0,51.537552,25.258942,1000,2,1,1466960876,1473266510,0
LTE,427,2,171,2882053,0,51.574725,25.180502,4290,6,1,1466960877,1524445351,0
LTE,427,1,11101,206336520,0,51.59111,25.167847,1000,6,1,1466987173,1490616161,0
LTE,427,1,17107,204937993,0,51.43592834,25.34202576,1000,2,1,1466987173,1467307787,0
LTE,427,1,17107,204922889,0,51.450691,25.342026,1000,4,1,1466987173,1491487204,0
LTE,427,1,17107,204937991,0,51.44554138,25.34614563,1000,1,1,1466987173,1466964180,0
UMTS,427,1,49947,5080526,0,51.48124695,25.33927917,1000,1,1,1466996779,1466974386,0
UMTS,427,1,2064,2914905,0,51.54029846,25.37223816,1000,4,1,1466996779,1468312536,0
UMTS,427,1,2064,2922886,0,51.54029846,25.37223816,1000,3,1,1466996779,1468312536,0
UMTS,427,1,3103,2224306,0,51.523476,25.238342,1000,4,1,1467022018,1476969706,0
UMTS,427,1,3103,782793,0,51.514664,25.230331,1000,3,1,1467022017,1491469373,0
UMTS,427,1,3103,2172707,0,51.55265808,25.23216248,1000,1,1,1467022017,1467000015,0
UMTS,427,1,1101,753559,0,51.47163391,25.24177551,1000,1,1,1467022014,1467000020,0
UMTS,427,1,1101,750925,0,51.48262024,25.23490906,1000,1,1,1467022014,1467000020,0
UMTS,427,1,3103,2195707,0,51.54029846,25.23902893,1000,1,1,1467022018,1467000020,0
UMTS,427,1,3103,2202107,0,51.516609,25.232162,1000,4,1,1467022018,1491469373,0
UMTS,427,1,3103,2202106,0,51.513863,25.230103,1000,4,1,1467022018,1491469373,0
UMTS,427,1,3103,2194625,0,51.53205872,25.23765564,1000,1,1,1467022018,1467000020,0
UMTS,427,1,3103,2196696,0,51.55952454,25.2280426,1000,1,1,1467022018,1467000015,0
UMTS,427,1,3103,2202100,0,51.514893,25.230789,1000,2,1,1467022018,1470341575,0
UMTS,427,1,3103,2172699,0,51.55403137,25.23078918,1000,1,1,1467022017,1467000015,0
LTE,427,1,15105,206340867,0,51.463394,25.303116,1000,3,1,1458877767,1469929737,0
LTE,427,1,15105,204889094,0,51.431809,25.312328,1000,8,1,1467033207,1474171795,0
UMTS,427,1,6106,4384937,0,51.483078,25.284348,1000,3,1,1467033696,1469267283,0
UMTS,427,1,5105,4386552,0,51.4730072,25.29808044,1000,1,1,1467033696,1467012398,0
UMTS,427,1,5105,4384938,0,51.48124695,25.28709412,1000,1,1,1467033696,1467012398,0
UMTS,427,1,6106,4384938,0,51.481247,25.286179,1000,3,1,1467033696,1469267283,0
UMTS,427,1,7107,5080344,0,51.47575378,25.29258728,1000,1,1,1467033696,1467012398,0
UMTS,427,1,6106,4384939,0,51.477585,25.290298,1000,3,1,1467033696,1470749039,0
UMTS,427,1,5105,4384939,0,51.4785,25.289841,1000,2,1,1467033696,1467950802,0
LTE,427,2,111,2863875,0,51.433868,25.194397,1000,2,1,1467049405,1468136677,0
LTE,427,2,111,2930177,0,51.43455505,25.19096375,1000,1,1,1467049405,1467017816,0
LTE,427,2,111,2863874,0,51.43455505,25.18959045,1000,1,1,1467049405,1467017816,0
UMTS,427,2,111,1159646,0,51.37138367,25.13328552,1000,1,1,1467051325,1467017851,0
LTE,427,1,14104,204868869,0,51.427824,25.392686,1000,10,1,1467054434,1494386103,0
UMTS,427,1,3103,2212803,0,51.55265808,25.26237488,1000,1,1,1467070140,1467035195,0
UMTS,427,2,121,1222051,0,51.546822,25.282974,1000,4,1,1467090421,1488108056,0
LTE,427,1,13103,205094918,0,51.53343201,25.26649475,1000,4,1,1467093972,1480312576,0
LTE,427,1,13103,204850692,0,51.538551,25.269366,1000,11,1,1467093972,1488091650,0
LTE,427,1,13103,204850693,0,51.53755188,25.26786804,1000,9,1,1467093972,1492207430,0
LTE,427,1,13103,205094921,0,51.53343201,25.26649475,1000,3,1,1467093972,1480312576,0
LTE,427,1,13103,205094917,0,51.53389,25.266495,1000,3,1,1467093972,1470341575,0
LTE,427,2,160,2890757,0,51.40892,25.50499,1639,3,1,1467117603,1492230093,0
LTE,427,2,110,2972419,0,51.497452,25.688919,1000,5,1,1467117603,1482867282,0
LTE,427,1,13103,205094916,0,51.5348053,25.26786804,1000,5,1,1467121544,1488263688,0
LTE,427,1,13103,205094919,0,51.53617859,25.26786804,1000,1,1,1467121544,1467093421,0
LTE,427,1,13103,205094920,0,51.53343201,25.26649475,1000,2,1,1467121544,1480312576,0
UMTS,427,1,3103,2193165,0,51.56776428,25.24589539,1000,1,1,1467122554,1467093380,0
UMTS,427,1,1101,2194986,0,51.57051086,25.22941589,1000,1,1,1467122553,1467093380,0
UMTS,427,1,3103,735217,0,51.56776428,25.22941589,1000,1,1,1467122553,1467093380,0
UMTS,427,1,3103,2195045,0,51.57188416,25.23902893,1000,1,1,1467122554,1467093380,0
UMTS,427,2,111,1161380,0,51.432724,25.146561,1000,3,1,1467125736,1484775155,0
UMTS,427,2,111,1163877,0,51.424599,25.137749,1000,4,1,1467125737,1484775155,0
UMTS,427,2,111,1163315,0,51.43180847,25.14976501,1000,1,1,1467125736,1467095594,0
UMTS,427,2,111,1163876,0,51.435242,25.155945,1000,2,1,1467125737,1469666812,0
LTE,427,1,15105,204930823,0,51.431808,25.313873,1000,2,1,1467133544,1470453107,0
UMTS,427,1,55831,4335529,0,51.50596619,25.3049469,1000,1,1,1467144245,1467105886,0
LTE,427,2,141,262149,0,51.558152,25.245209,2704,2,1,1467176772,1472285529,0
UMTS,427,2,143,1150433,0,51.50871277,25.28572083,1000,1,1,1467198948,1467175798,0
UMTS,427,2,143,1145743,0,51.5032196,25.28297424,1000,1,1,1467198948,1467175798,0
UMTS,427,2,143,1150434,0,51.50596619,25.28297424,1000,1,1,1467198948,1467175798,0
GSM,427,2,121,21143,0,51.52107239,25.29396057,1000,1,1,1467199193,1467175804,0
LTE,427,2,171,2881031,0,51.597061,25.191879,1000,3,1,1458877781,1481861057,0
UMTS,427,1,2064,4355595,0,51.51420593,25.3351593,1000,1,1,1467204838,1467179243,0
LTE,427,1,11101,206385927,0,51.441302,25.234246,4767,2,1,1467208329,1494774001,0
LTE,427,1,11101,205200391,0,51.475935,25.197543,1115,2,1,1467208327,1506617685,0
LTE,427,1,11101,205200649,0,51.457901,25.19508362,1000,1,1,1467208328,1467183753,0
LTE,427,1,11101,206385928,0,51.437913,25.232817,4730,2,1,1467208329,1494773847,0
LTE,427,1,11101,205200647,0,51.47575378,25.20195007,1000,1,1,1467208328,1467183753,0
UMTS,427,2,142,1155686,0,51.475754,25.268784,1000,3,1,1467209386,1473071765,0
GSM,427,2,141,12523,0,51.53755188,25.26786804,1000,1,1,1467223563,1467203357,0
GSM,427,2,121,15972,0,51.53755188,25.26924133,1000,1,1,1467223563,1467203357,0
GSM,427,2,143,12182,0,51.53755188,25.26924133,1000,1,1,1467223563,1467203357,0
GSM,427,2,143,12231,0,51.53755188,25.26924133,1000,1,1,1467223563,1467203357,0
GSM,427,2,141,22263,0,51.53755188,25.26924133,1000,2,1,1467223563,1469473276,0
GSM,427,2,141,22482,0,51.53755188,25.26924133,1000,1,1,1467223563,1467203357,0
GSM,427,2,141,12262,0,51.53755188,25.26924133,1000,2,1,1467223563,1469473276,0
GSM,427,2,141,12482,0,51.538467,25.269241,1000,3,1,1467223563,1471556086,0
UMTS,427,2,171,1163053,0,51.600037,25.181351,1000,2,1,1467277825,1488667764,0
UMTS,427,2,171,1156681,0,51.589737,25.175171,1000,2,1,1467277825,1488667764,0
UMTS,427,2,171,1163054,0,51.594543,25.176544,1000,2,1,1467277825,1487556130,0
UMTS,427,2,171,1163061,0,51.591797,25.177231,1000,2,1,1467277825,1488667764,0
UMTS,427,2,141,1174805,0,51.61308289,25.26512146,1000,1,1,1467277825,1467255837,0
UMTS,427,2,171,1163060,0,51.594772,25.177231,1000,3,1,1467277825,1488667764,0
UMTS,427,1,14104,205190918,0,51.40846252,25.59196472,1000,1,1,1467287925,1467268125,0
UMTS,427,1,14104,205096713,0,51.41395569,25.58097839,1000,1,1,1467288049,1467268250,0
UMTS,427,1,14104,204897545,0,51.418762,25.556946,1000,2,1,1467288212,1467268470,0
LTE,427,2,131,3040261,0,51.43318176,25.22392273,1000,1,1,1467326236,1467284392,0
LTE,427,2,181,267521,0,51.429749,25.258255,1000,2,1,1467326237,1491833824,0
LTE,427,1,13103,46280449,0,51.549018,25.253838,1333,7,1,1467326236,1506598322,0
LTE,427,2,151,263174,0,51.432724,25.225754,1000,3,1,1467326237,1483186018,0
LTE,427,2,151,263173,0,51.43180847,25.23765564,1000,1,1,1467326237,1467284392,0
LTE,427,2,181,267522,0,51.42631531,25.25550842,1000,1,1,1467326237,1467284398,0
LTE,427,1,13103,204820231,0,51.552658,25.258844,1000,7,1,1467326236,1492323047,0
LTE,427,2,142,2960130,0,51.469574,25.231476,1000,2,1,1458877778,1467284392,0
LTE,427,2,181,3032834,0,51.42906189,25.25688171,1000,1,1,1467326237,1467284398,0
LTE,427,2,142,3065602,0,51.44691467,25.21430969,1000,1,1,1467326237,1467284392,0
LTE,427,2,131,2857219,0,51.440048,25.208817,1000,2,1,1458877775,1467284392,0
LTE,427,2,151,3040261,0,51.43318176,25.22392273,1000,1,1,1467326237,1467284392,0
LTE,427,2,131,3039745,0,51.45103455,25.21705627,1000,1,1,1467326236,1467284392,0
LTE,427,2,142,2866949,0,51.431749,25.244293,1000,3,1,1467326236,1493828534,0
LTE,427,1,11101,206386947,0,51.494981,25.241432,4543,4,1,1458619338,1469893877,0
LTE,427,1,13103,204852229,0,51.513075,25.233697,3117,17,1,1467326700,1491715592,0
GSM,427,2,120,10152,0,51.53343201,25.33103943,1000,1,1,1467327077,1467295732,0
LTE,427,1,12102,204869383,0,51.42082214,25.24589539,1000,1,1,1467327282,1467293764,0
LTE,427,1,11101,206267397,0,51.54744,25.163223,1000,5,1,1458619338,1487326904,0
LTE,427,1,11101,205053700,0,51.530685,25.189316,1000,5,1,1467330429,1482400302,0
LTE,427,1,11101,205053699,0,51.53068542,25.18684387,1000,4,1,1467330429,1488196418,0
LTE,427,1,11101,204937734,0,51.471634,25.216232,1000,5,1,1458619336,1491184443,0
LTE,427,1,16106,204952070,0,51.51008606,25.29670715,1000,5,1,1467330430,1491131355,0
LTE,427,1,11101,204920837,0,51.53205872,25.17311096,1000,1,1,1467330429,1467307787,0
LTE,427,1,11101,206341126,0,51.473351,25.217056,1000,4,1,1467330429,1491184443,0
LTE,427,1,11101,206341124,0,51.478271,25.217285,1000,6,1,1467330429,1491184443,0
LTE,427,1,12102,204921861,0,51.467056,25.218887,1000,6,1,1458619341,1491184443,0
LTE,427,1,11101,205053698,0,51.531372,25.177689,1000,6,1,1467330429,1490240569,0
LTE,427,1,11101,205053697,0,51.529861,25.19371,1000,5,1,1467330429,1488196418,0
LTE,427,1,12102,204867844,0,51.469372,25.243861,4263,14,1,1467330429,1494772931,0
LTE,427,1,11101,206267653,0,51.55128479,25.16899109,1000,8,1,1467330429,1491222509,0
LTE,427,1,17107,204883208,0,51.468724,25.309643,9046,11,1,1467330430,1493817225,0
LTE,427,1,17107,204854534,0,51.471634,25.313282,1000,43,1,1467330430,1491487209,0
UMTS,427,1,7107,5080403,0,51.42494202,25.34202576,1000,1,1,1467330490,1467307787,0
UMTS,427,1,7107,5056539,0,51.42356873,25.34889221,1000,3,1,1467330490,1474148337,0
UMTS,427,1,6106,4363548,0,51.50596619,25.29121399,1000,1,1,1467330490,1467305901,0
LTE,427,2,131,3017990,0,51.452408,25.19783,1000,2,1,1467331605,1492134803,0
LTE,427,2,121,2871558,0,51.539612,25.282974,1000,2,1,1458877775,1467316686,0
UMTS,427,2,121,1212121,0,51.54167175,25.28022766,1000,1,1,1467340022,1467316645,0
UMTS,427,1,16106,204821767,0,51.538384,25.27851,3515,21,1,1467350814,1494769453,0
LTE,427,1,12102,204952839,0,51.451148,25.261118,1000,7,1,1467350814,1494599407,0
UMTS,427,1,3103,1475719,0,51.46614075,25.2596283,1000,1,1,1467350859,1467329193,0
UMTS,427,1,2102,204887304,0,51.457901,25.26100159,1000,1,1,1467350859,1467329205,0
UMTS,427,1,3103,2197387,0,51.46614075,25.26100159,1000,2,1,1467350860,1467703971,0
UMTS,427,1,3103,4386403,0,51.5348053,25.28022766,1000,4,1,1467350860,1480817694,0
UMTS,427,1,7107,4381159,0,51.47850037,25.3200531,1000,1,1,1467350861,1467329199,0
UMTS,427,1,7107,4364942,0,51.47850037,25.32279968,1000,1,1,1467350860,1467329199,0
UMTS,427,1,7107,3664678,0,51.47438049,25.30220032,1000,2,1,1467350860,1467950802,0
UMTS,427,1,2102,2172773,0,51.46339417,25.258255,1000,1,1,1467350859,1467329205,0
UMTS,427,1,3103,1474849,0,51.46614075,25.25550842,1000,1,1,1467350859,1467329193,0
UMTS,427,1,2102,1475714,0,51.46202087,25.25276184,1000,2,1,1467350859,1467704006,0
UMTS,427,1,3103,2173982,0,51.481475,25.2491,2121,6,1,1467350859,1491231020,0
UMTS,427,1,3103,2179212,0,51.54029846,25.26237488,1000,1,1,1467350859,1467329193,0
UMTS,427,1,3103,2173985,0,51.492233,25.263748,1000,3,1,1467350859,1480817694,0
UMTS,427,1,3103,2214762,0,51.48262024,25.25550842,1000,1,1,1467350860,1467329193,0
UMTS,427,1,3103,2196587,0,51.50871277,25.27061462,1000,1,1,1467350860,1467329210,0
UMTS,427,1,3103,4360808,0,51.53343201,25.28022766,1000,1,1,1467350860,1467329193,0
UMTS,427,1,6106,4364940,0,51.48262,25.284622,1000,5,1,1467350860,1477124828,0
UMTS,427,1,7107,5077199,0,51.471085,25.333786,1000,5,1,1467350861,1473773797,0
UMTS,427,1,7107,5101975,0,51.46202087,25.30906677,1000,1,1,1467350861,1467329205,0
UMTS,427,1,7107,204823558,0,51.46751404,25.33241272,1000,1,1,1467350861,1467329199,0
UMTS,427,1,2102,1474849,0,51.480425,25.258959,3618,10,1,1467350859,1505873585,0
UMTS,427,1,2102,1501980,0,51.45927429,25.2596283,1000,1,1,1467350859,1467329205,0
UMTS,427,1,2102,1460827,0,51.45927429,25.25138855,1000,2,1,1467350859,1467362693,0
UMTS,427,1,3103,1475713,0,51.46614075,25.2596283,1000,1,1,1467350859,1467329205,0
UMTS,427,1,2102,1495204,0,51.458588,25.264435,1000,4,1,1400930329,1467329205,0
UMTS,427,1,2102,2197386,0,51.46476746,25.25413513,1000,1,1,1467350859,1467329193,0
UMTS,427,1,2102,1460826,0,51.458817,25.255051,1000,3,1,1467350859,1467703971,0
UMTS,427,1,3103,2178979,0,51.496353,25.263748,1000,2,1,1467350859,1473485504,0
UMTS,427,1,3103,2213371,0,51.46202087,25.26374817,1000,1,1,1467350860,1467329205,0
UMTS,427,1,3103,2197895,0,51.52656555,25.25413513,1000,1,1,1467350860,1467329199,0
UMTS,427,1,3103,2197386,0,51.46614075,25.25550842,1000,1,1,1467350860,1467329193,0
UMTS,427,1,3103,2201960,0,51.527939,25.275421,1000,2,1,1467350860,1488090953,0
UMTS,427,1,3103,2201965,0,51.527939,25.274048,1000,2,1,1467350860,1467800979,0
UMTS,427,1,7107,4341312,0,51.48536682,25.32554626,1000,1,1,1467350860,1467329199,0
UMTS,427,1,6106,4377221,0,51.528397,25.278854,1000,3,1,1467350860,1480817694,0
UMTS,427,1,6106,4364941,0,51.48124695,25.28709412,1000,1,1,1467350860,1467329199,0
UMTS,427,1,5105,3664673,0,51.464767,25.303574,1000,2,1,1467350860,1467538269,0
UMTS,427,1,6106,4364924,0,51.554031,25.283661,1000,2,1,1467350860,1467362652,0
UMTS,427,1,3103,2223145,0,51.60621643,25.28160095,1000,2,1,1467350860,1467362652,0
UMTS,427,1,7107,3664673,0,51.46476746,25.3049469,1000,1,1,1467350860,1467329205,0
UMTS,427,1,6106,4364944,0,51.477585,25.290756,1000,3,1,1467350860,1467950802,0
UMTS,427,1,2102,1455829,0,51.457901,25.25550842,1000,1,1,1467350859,1467329205,0
UMTS,427,1,3103,2193377,0,51.46202087,25.26374817,1000,1,1,1467350860,1467329205,0
UMTS,427,1,3103,2177763,0,51.55265808,25.2747345,1000,5,1,1467350859,1479467359,0
UMTS,427,1,3103,2173979,0,51.495323,25.263748,1000,4,1,1467350859,1480817694,0
UMTS,427,1,6106,4364942,0,51.48262024,25.31455994,1000,1,1,1467350860,1467329199,0
UMTS,427,1,5105,4364944,0,51.47575378,25.29396057,1000,1,1,1467350860,1467329199,0
UMTS,427,1,3103,2223139,0,51.60484314,25.28160095,1000,2,1,1467350860,1467362652,0
UMTS,427,1,6106,4336294,0,51.5348053,25.28160095,1000,1,1,1467350860,1467329193,0
UMTS,427,1,3103,204898820,0,51.52381897,25.26374817,1000,1,1,1467350860,1467329193,0
UMTS,427,1,6106,4336288,0,51.5348053,25.28160095,1000,1,1,1467350860,1467329193,0
UMTS,427,1,6106,4384920,0,51.55815125,25.28297424,1000,1,1,1467350860,1467329210,0
UMTS,427,1,6106,4384917,0,51.55815125,25.28297424,1000,1,1,1467350860,1467329210,0
UMTS,427,1,6106,4364945,0,51.47953,25.288467,1000,4,1,1467350860,1480890436,0
UMTS,427,1,6106,2223567,0,51.57325745,25.27748108,1000,1,1,1467350860,1467329210,0
UMTS,427,1,7107,4364944,0,51.47575378,25.29670715,1000,1,1,1467350861,1467329199,0
UMTS,427,1,3103,2225433,0,51.608047,25.27565,1000,3,1,1467350860,1491762170,0
UMTS,427,1,6106,4364923,0,51.55815125,25.28434753,1000,1,1,1467350860,1467329210,0
UMTS,427,1,3103,2227499,0,51.542873,25.281647,1425,6,1,1467350860,1493894930,0
UMTS,427,1,6106,2201961,0,51.52793884,25.27885437,1000,1,1,1467350860,1467329193,0
UMTS,427,1,3103,2223142,0,51.60553,25.281601,1000,2,1,1467350860,1467362652,0
UMTS,427,1,6106,4341291,0,51.5348053,25.28160095,1000,1,1,1467350860,1467329193,0
UMTS,427,1,3103,1502083,0,51.485367,25.256882,1000,2,1,1467350859,1471164156,0
UMTS,427,1,3103,2173086,0,51.52793884,25.26237488,1000,4,1,1467350859,1478573678,0
UMTS,427,1,2102,2197387,0,51.46614075,25.2596283,1000,1,1,1467350859,1467329205,0
UMTS,427,1,3103,2173987,0,51.488457,25.258942,1000,4,1,1467350859,1486986155,0
UMTS,427,1,3103,2173981,0,51.49086,25.260315,1000,4,1,1467350859,1480817694,0
UMTS,427,1,6106,4341312,0,51.487427,25.323486,1000,2,1,1467350860,1470125362,0
UMTS,427,1,3103,204807684,0,51.53617859,25.25688171,1000,1,1,1467350860,1467329199,0
UMTS,427,1,6106,5097196,0,51.48399353,25.32966614,1000,1,1,1467350860,1467329199,0
UMTS,427,1,7107,5097196,0,51.477814,25.333786,1000,2,1,1467350861,1473773797,0
UMTS,427,1,3103,1497975,0,51.45927429,25.26237488,1000,1,1,1467350859,1467329205,0
UMTS,427,1,2102,1501979,0,51.46064758,25.2596283,1000,1,1,1467350859,1467329205,0
UMTS,427,1,2102,2177770,0,51.46751404,25.25688171,1000,1,1,1467350859,1467329205,0
UMTS,427,1,3103,2177762,0,51.55265808,25.27748108,1000,2,1,1467350859,1470290321,0
UMTS,427,1,3103,2201961,0,51.52793884,25.27748108,1000,1,1,1467350860,1467329193,0
UMTS,427,1,3103,2223425,0,51.592827,25.276108,1000,4,1,1467350860,1470653455,0
UMTS,427,1,7107,204841222,0,51.47712708,25.3200531,1000,1,1,1467350861,1467329199,0
GSM,427,1,9101,42501,0,51.61170959,25.26649475,1000,4,1,1467350904,1480276001,0
GSM,427,1,9101,43193,0,51.61170959,25.26786804,1000,1,1,1467350904,1467329193,0
GSM,427,1,9101,43213,0,51.61170959,25.26786804,1000,2,1,1467350905,1477097601,0
GSM,427,1,9101,42541,0,51.61170959,25.26649475,1000,4,1,1467350904,1480276001,0
LTE,427,1,13103,204914438,0,51.509712,25.280103,1000,11,1,1467360364,1490927280,0
LTE,427,1,13103,67845633,0,51.555703,25.259674,1000,5,1,1467395539,1505853430,0
UMTS,427,1,3103,204930566,0,51.50596619,25.26924133,1000,1,1,1467396106,1467362693,0
UMTS,427,1,3103,4356618,0,51.52244568,25.28022766,1000,1,1,1467396106,1467362693,0
UMTS,427,1,3103,2223427,0,51.58836365,25.2747345,1000,4,1,1467396106,1470653455,0
UMTS,427,1,2102,1497977,0,51.46202087,25.25688171,1000,1,1,1467396106,1467362693,0
UMTS,427,1,6106,4364917,0,51.55403137,25.28434753,1000,3,1,1467396107,1473726632,0
UMTS,427,1,6106,4364918,0,51.552315,25.284348,1000,4,1,1467396107,1472997914,0
UMTS,427,1,3103,4356617,0,51.52244568,25.28160095,1000,1,1,1467396106,1467362693,0
